,name,mileage,year,gearbox,transmission,horsepower,fuel,price
1419,Fiat 500X Cross Bicolore,48 000 km,2023,Automatique,Traction,7 cv,Essence,72000.0
1420,BMW Série 5,270 000 km,2013,Automatique,Traction,11 cv,Essence,65000.0
1421,KIA Rio 5p GT-Line,105 000 km,2021,Manuelle,Traction,5 cv,Essence,55000.0
1422,KIA Rio 5p EX,131 000 km,2020,Manuelle,Traction,5 cv,Essence,47500.0
1423,MG ZS Confort Plus,172 000 km,2020,Manuelle,Traction,7 cv,Essence,55500.0
1424,Audi A4 Design,220 000 km,2015,Manuelle,Traction,8 cv,Essence,50000.0
1425,Mercedes-Benz Classe C,41 000 km,2023,Automatique,Intégrale,9 cv,Hybride,157000.0
1426,Skoda Fabia Drive,50 000 km,2020,Manuelle,Traction,4 cv,Essence,47000.0
1427,Mazda 2 Sedan,221 500 km,2015,Manuelle,Traction,6 cv,Essence,32900.0
1428,Mazda 2,114 000 km,2015,Manuelle,Traction,5 cv,Essence,37000.0
1429,Volkswagen Taigo Style,160 000 km,2022,Automatique,Traction,6 cv,Essence,82000.0
1430,Mercedes-Benz CLA,90 000 km,2015,Manuelle,Traction,7 cv,Diesel,82000.0
1431,MG HS Luxury,214 000 km,2020,Automatique,Traction,10 cv,Essence,52000.0
1432,Audi A3 Sportback,500 000 km,2004,Manuelle,Traction,6 cv,Diesel,23000.0
1433,Jaguar XF Luxe,182 000 km,2014,Automatique,Propulsion,15 cv,Essence,55000.0
1434,Chery Tiggo 2 Confort,66 000 km,2021,Manuelle,Traction,6 cv,Essence,45000.0
1435,Mercedes-Benz Classe C AMG +,35 000 km,2022,Automatique,Propulsion,11 cv,Hybride,229000.0
1436,Seat Ateca Xperience,68 000 km,2023,Automatique,Traction,8 cv,Essence,93000.0
1437,BYD Song Plus Premium Edition,200 km,2026,Automatique,Traction,5 cv,Hybride,120000.0
1438,Ford Fiesta Titanium,199 000 km,2014,Manuelle,Traction,5 cv,Essence,33000.0
1439,Land Rover Range Rover Velar,240 000 km,2006,Manuelle,Traction,9 cv,Essence,24000.0
1440,Toyota RAV 4 Hybride,32 000 km,2024,Automatique,Traction,9 cv,Hybride,148000.0
1441,Nissan Qashqai,133 000 km,2017,Automatique,Traction,6 cv,Essence,56000.0
1442,Fiat Doblo Maxi 3 places,240 000 km,2020,Manuelle,Traction,5 cv,Diesel,24900.0
1443,Volkswagen Polo R-Line,3 843 km,2022,Manuelle,Traction,4 cv,Essence,68000.0
1444,Audi Q5,109 954 km,2013,Automatique,Intégrale,12 cv,Hybride,75000.0
1445,Audi A5 Sportback S-Line,97 000 km,2021,Automatique,Traction,8 cv,Essence,115000.0
1446,Peugeot 206,219 540 km,2008,Manuelle,Intégrale,5 cv,Essence,20000.0
1447,Volkswagen Tiguan Highline,128 000 km,2017,Automatique,Traction,8 cv,Essence,76000.0
1448,Peugeot Expert,126 000 km,2021,Manuelle,Traction,9 cv,Diesel,58000.0
1449,Hyundai i20 High Grade,50 000 km,2022,Automatique,Traction,5 cv,Essence,65900.0
1450,Toyota RAV 4,200 000 km,2015,Automatique,Traction,8 cv,Diesel,75000.0
1451,Ford Fiesta,2 000 km,2005,Manuelle,Propulsion,5 cv,Essence,17000.0
1452,Audi A5 Sportback S,3 000 km,2026,Automatique,Propulsion,12 cv,Hybride,199000.0
1453,Mahindra KUV 100 K8,60 000 km,2024,Manuelle,Traction,5 cv,Essence,
1454,Volkswagen Tiguan R-Line,125 000 km,2020,Automatique,Traction,8 cv,Essence,108000.0
1455,Hyundai Grand i10 GLS,91 000 km,2019,Automatique,Traction,5 cv,Essence,40000.0
1456,Volkswagen Caddy,248 000 km,2011,Manuelle,Traction,8 cv,Diesel,24000.0
1457,Volkswagen Golf 7 Confortline,233 000 km,2013,Manuelle,Traction,5 cv,Diesel,50000.0
1458,KIA Sportage,225 900 km,2014,Automatique,Traction,10 cv,Essence,48000.0
1459,BMW X3 Pack M,94 000 km,2022,Automatique,Intégrale,10 cv,Hybride,158400.0
1460,Audi Q2 Sport,100 000 km,2019,Automatique,Traction,7 cv,Essence,75000.0
1461,Mazda 3 sedan Core+ Grade,150 000 km,2021,Manuelle,Traction,6 cv,Essence,65000.0
1462,BMW X5,295 000 km,2007,Automatique,Intégrale,16 cv,Diesel,59000.0
1463,Seat Leon Emotion,14 000 km,2022,Automatique,Traction,8 cv,Essence,93000.0
1464,Hyundai Grand i10 Populaire,56 000 km,2021,Manuelle,Traction,4 cv,Essence,41000.0
1465,Toyota C-HR,150 000 km,2020,Automatique,Traction,6 cv,Essence,69000.0
1466,Seat Arona Style Bi-couleur,148 000 km,2019,Manuelle,Traction,6 cv,Essence,61500.0
1467,Mercedes-Benz Classe C kit AMG,260 000 km,2010,Manuelle,Propulsion,9 cv,Essence,42500.0
1468,Peugeot 301 Allure,107 500 km,2017,Manuelle,Traction,5 cv,Essence,28500.0
1469,Mercedes-Benz GLE AMG,20 000 km,2025,Automatique,Intégrale,12 cv,Hybride,320000.0
1470,KIA Sorento 7 places,156 000 km,2021,Automatique,Intégrale,12 cv,Diesel,120000.0
1471,Renault Fluence,230 000 km,2011,Automatique,Traction,7 cv,Essence,25000.0
1472,BMW Série 1,210 000 km,2012,Automatique,Traction,7 cv,Essence,45000.0
1473,Mercedes-Benz Classe C AMG +,80 000 km,2023,Automatique,Propulsion,9 cv,Hybride,155000.0
1474,Peugeot Landtrek Simple Cabine Benne tôle pliée,79 284 km,2024,Manuelle,Propulsion,6 cv,Diesel,55000.0
1475,Peugeot Partner 650 Kg,231 527 km,2020,Manuelle,Traction,5 cv,Diesel,35000.0
1476,Audi A5 Sportback S-Line,142 000 km,2016,Automatique,Traction,10 cv,Essence,67000.0
1477,Volkswagen Golf 7 Join,139 000 km,2018,Manuelle,Traction,6 cv,Essence,65000.0
1478,BMW Série 5 Confort Luxury,150 000 km,2017,Automatique,Propulsion,9 cv,Essence,75000.0
1479,Volkswagen Golf 7 Access,97 000 km,2019,Automatique,Traction,6 cv,Essence,65000.0
1480,Volkswagen Golf 7 Confortline,270 350 km,2018,Manuelle,Propulsion,6 cv,Diesel,59500.0
1481,KIA Rio Berline LX,162 000 km,2010,Manuelle,Traction,6 cv,Essence,25500.0
1482,Opel Corsa GS,250 000 km,2000,Manuelle,Intégrale,4 cv,Essence,12000.0
1483,BMW X3,37 000 km,2022,Automatique,Traction,10 cv,Hybride,168000.0
1484,Mahindra KUV 100 K8,64 800 km,2018,Manuelle,Traction,5 cv,Essence,30000.0
1485,Mercedes-Benz GLC Coupé AMG,21 000 km,2025,Automatique,Intégrale,11 cv,Hybride,300000.0
1486,Seat Ibiza Style,144 000 km,2019,Manuelle,Traction,4 cv,Essence,55000.0
1487,Citroën C5,270 000 km,2011,Automatique,Traction,6 cv,Diesel,31000.0
1488,Mercedes-Benz CLA AMG,110 000 km,2021,Automatique,Traction,8 cv,Hybride,107000.0
1489,Ssangyong Tivoli Classy,32 966 km,2021,Manuelle,Traction,6 cv,Essence,64000.0
1490,Toyota RAV 4 Active,98 000 km,2021,Automatique,Traction,9 cv,Essence,110000.0
1491,Peugeot Partner 650 Kg,80 000 km,2021,Manuelle,Traction,5 cv,Diesel,50000.0
1492,Mitsubishi Pajero LIMITED EDITION,455 000 km,2002,Automatique,Intégrale,12 cv,Diesel,75000.0
1493,Volkswagen Caddy Combi Confort,35 400 km,2025,Manuelle,Traction,7 cv,Diesel,75000.0
1494,Seat Arona Xperience,73 000 km,2023,Automatique,Traction,6 cv,Essence,72000.0
1495,Ford Ecosport Titanium,190 000 km,2021,Manuelle,Traction,7 cv,Essence,45000.0
1496,Volkswagen Golf 8 GTI,60 000 km,2022,Automatique,Traction,14 cv,Essence,
1497,Audi Q3 Sport,115 000 km,2019,Automatique,Traction,8 cv,Essence,88000.0
1498,Ford Ecosport Trend,89 000 km,2018,Manuelle,Traction,7 cv,Essence,49000.0
1499,Geely GX3,49 000 km,2021,Manuelle,Traction,6 cv,Essence,47000.0
1500,Mazda 2 Sedan,145 000 km,2017,Manuelle,Traction,6 cv,Essence,33000.0
1501,Peugeot 308 Active,131 000 km,2019,Manuelle,Traction,6 cv,Essence,39000.0
1502,Toyota RAV 4 Hybride,50 000 km,2024,Automatique,Traction,9 cv,Hybride,150000.0
1503,Volkswagen Golf 7 Smartline,135 000 km,2016,Manuelle,Traction,5 cv,Essence,54000.0
1504,Opel Zafira,280 000 km,2002,Manuelle,Intégrale,8 cv,Essence,20000.0
1505,Toyota Hilux Double Cabine Double Cabine,1 km,2026,Automatique,Intégrale,4 cv,Diesel,
1506,KIA Stonic,64 000 km,2024,Manuelle,Traction,6 cv,Hybride,80000.0
1507,Seat Arona Référence,175 000 km,2021,Manuelle,Traction,6 cv,Essence,55000.0
1508,Cupra Formentor,70 000 km,2023,Automatique,Traction,8 cv,Hybride,105000.0
1509,Ford Ecosport Titanium,120 000 km,2018,Automatique,Traction,8 cv,Essence,45000.0
1510,Volkswagen Tiguan R-Line,77 000 km,2022,Automatique,Traction,8 cv,Hybride,127000.0
1511,Mahindra KUV 100 K6+,65 000 km,2018,Manuelle,Traction,5 cv,Essence,30000.0
1512,Peugeot Expert Combi,180 000 km,2002,Manuelle,Traction,7 cv,Diesel,35000.0
1513,Hyundai i10 Populaire,180 000 km,2017,Manuelle,Traction,5 cv,Essence,40000.0
1514,Peugeot 3008 GT-Line,31 000 km,2020,Automatique,Traction,9 cv,Essence,75000.0
1515,Volkswagen Amarok Highline Double Cabine,180 000 km,2019,Automatique,Intégrale,10 cv,Diesel,140000.0
1516,Seat Ibiza Reference,205 000 km,2017,Manuelle,Traction,4 cv,Essence,24000.0
1517,Fiat Siena Peinture ďorigine,310 000 km,2005,Manuelle,Traction,5 cv,Essence,15000.0
1518,MG 3 Confort,32 500 km,2017,Manuelle,Traction,5 cv,Essence,37500.0
1519,Opel Astra,370 000 km,2002,Manuelle,Traction,5 cv,Essence,21000.0
1520,Opel Corsa 3p,60 000 km,2017,Manuelle,Traction,5 cv,Essence,35000.0
1521,Volkswagen Käfer,1 000 km,1972,Manuelle,Propulsion,7 cv,Essence,15000.0
1522,Mitsubishi Mirage GLX,56 000 km,2019,Manuelle,Traction,4 cv,Essence,35000.0
1523,Seat Ibiza Populaire,162 000 km,2020,Manuelle,Traction,4 cv,Essence,43500.0
1524,Peugeot Expert Combi,180 000 km,2002,Manuelle,Traction,7 cv,Diesel,35000.0
1525,Hyundai i10 Populaire,180 000 km,2017,Manuelle,Traction,5 cv,Essence,40000.0
1526,Peugeot 3008 GT-Line,31 000 km,2020,Automatique,Traction,9 cv,Essence,75000.0
1527,Volkswagen Amarok Highline Double Cabine,180 000 km,2019,Automatique,Intégrale,10 cv,Diesel,140000.0
1528,Seat Ibiza Reference,205 000 km,2017,Manuelle,Traction,4 cv,Essence,24000.0
1529,Fiat Siena Peinture ďorigine,310 000 km,2005,Manuelle,Traction,5 cv,Essence,15000.0
1530,MG 3 Confort,32 500 km,2017,Manuelle,Traction,5 cv,Essence,37500.0
1531,Opel Astra,370 000 km,2002,Manuelle,Traction,5 cv,Essence,21000.0
1532,Opel Corsa 3p,60 000 km,2017,Manuelle,Traction,5 cv,Essence,35000.0
1533,Volkswagen Käfer,1 000 km,1972,Manuelle,Propulsion,7 cv,Essence,15000.0
1534,Mitsubishi Mirage GLX,56 000 km,2019,Manuelle,Traction,4 cv,Essence,35000.0
1535,Seat Ibiza Populaire,162 000 km,2020,Manuelle,Traction,4 cv,Essence,43500.0
1536,Peugeot Expert Combi,180 000 km,2002,Manuelle,Traction,7 cv,Diesel,35000.0
1537,Hyundai i10 Populaire,180 000 km,2017,Manuelle,Traction,5 cv,Essence,40000.0
1538,Peugeot 3008 GT-Line,31 000 km,2020,Automatique,Traction,9 cv,Essence,75000.0
1539,Volkswagen Amarok Highline Double Cabine,180 000 km,2019,Automatique,Intégrale,10 cv,Diesel,140000.0
1540,Seat Ibiza Reference,205 000 km,2017,Manuelle,Traction,4 cv,Essence,24000.0
1541,Fiat Siena Peinture ďorigine,310 000 km,2005,Manuelle,Traction,5 cv,Essence,15000.0
1542,MG 3 Confort,32 500 km,2017,Manuelle,Traction,5 cv,Essence,37500.0
1543,Opel Astra,370 000 km,2002,Manuelle,Traction,5 cv,Essence,21000.0
1544,Opel Corsa 3p,60 000 km,2017,Manuelle,Traction,5 cv,Essence,35000.0
1545,Volkswagen Käfer,1 000 km,1972,Manuelle,Propulsion,7 cv,Essence,15000.0
1546,Mitsubishi Mirage GLX,56 000 km,2019,Manuelle,Traction,4 cv,Essence,35000.0
1547,Seat Ibiza Populaire,162 000 km,2020,Manuelle,Traction,4 cv,Essence,43500.0
1548,Peugeot Expert Combi,180 000 km,2002,Manuelle,Traction,7 cv,Diesel,35000.0
1549,Hyundai i10 Populaire,180 000 km,2017,Manuelle,Traction,5 cv,Essence,40000.0
1550,Peugeot 3008 GT-Line,31 000 km,2020,Automatique,Traction,9 cv,Essence,75000.0
1551,Volkswagen Amarok Highline Double Cabine,180 000 km,2019,Automatique,Intégrale,10 cv,Diesel,140000.0
1552,Seat Ibiza Reference,205 000 km,2017,Manuelle,Traction,4 cv,Essence,24000.0
1553,Fiat Siena Peinture ďorigine,310 000 km,2005,Manuelle,Traction,5 cv,Essence,15000.0
1554,MG 3 Confort,32 500 km,2017,Manuelle,Traction,5 cv,Essence,37500.0
1555,Opel Astra,370 000 km,2002,Manuelle,Traction,5 cv,Essence,21000.0
1556,Opel Corsa 3p,60 000 km,2017,Manuelle,Traction,5 cv,Essence,35000.0
1557,Volkswagen Käfer,1 000 km,1972,Manuelle,Propulsion,7 cv,Essence,15000.0
1558,Mitsubishi Mirage GLX,56 000 km,2019,Manuelle,Traction,4 cv,Essence,35000.0
1559,Seat Ibiza Populaire,162 000 km,2020,Manuelle,Traction,4 cv,Essence,43500.0
1560,Peugeot Expert Combi,180 000 km,2002,Manuelle,Traction,7 cv,Diesel,35000.0
1561,Hyundai i10 Populaire,180 000 km,2017,Manuelle,Traction,5 cv,Essence,40000.0
1562,Peugeot 3008 GT-Line,31 000 km,2020,Automatique,Traction,9 cv,Essence,75000.0
1563,Volkswagen Amarok Highline Double Cabine,180 000 km,2019,Automatique,Intégrale,10 cv,Diesel,140000.0
1564,Seat Ibiza Reference,205 000 km,2017,Manuelle,Traction,4 cv,Essence,24000.0
1565,Fiat Siena Peinture ďorigine,310 000 km,2005,Manuelle,Traction,5 cv,Essence,15000.0
1566,MG 3 Confort,32 500 km,2017,Manuelle,Traction,5 cv,Essence,37500.0
1567,Opel Astra,370 000 km,2002,Manuelle,Traction,5 cv,Essence,21000.0
1568,Opel Corsa 3p,60 000 km,2017,Manuelle,Traction,5 cv,Essence,35000.0
1569,Volkswagen Käfer,1 000 km,1972,Manuelle,Propulsion,7 cv,Essence,15000.0
1570,Mitsubishi Mirage GLX,56 000 km,2019,Manuelle,Traction,4 cv,Essence,35000.0
1571,Seat Ibiza Populaire,162 000 km,2020,Manuelle,Traction,4 cv,Essence,43500.0
1572,Peugeot Expert Combi,180 000 km,2002,Manuelle,Traction,7 cv,Diesel,35000.0
1573,Hyundai i10 Populaire,180 000 km,2017,Manuelle,Traction,5 cv,Essence,40000.0
1574,Peugeot 3008 GT-Line,31 000 km,2020,Automatique,Traction,9 cv,Essence,75000.0
1575,Volkswagen Amarok Highline Double Cabine,180 000 km,2019,Automatique,Intégrale,10 cv,Diesel,140000.0
1576,Seat Ibiza Reference,205 000 km,2017,Manuelle,Traction,4 cv,Essence,24000.0
1577,Fiat Siena Peinture ďorigine,310 000 km,2005,Manuelle,Traction,5 cv,Essence,15000.0
1578,MG 3 Confort,32 500 km,2017,Manuelle,Traction,5 cv,Essence,37500.0
1579,Opel Astra,370 000 km,2002,Manuelle,Traction,5 cv,Essence,21000.0
1580,Opel Corsa 3p,60 000 km,2017,Manuelle,Traction,5 cv,Essence,35000.0
1581,Volkswagen Käfer,1 000 km,1972,Manuelle,Propulsion,7 cv,Essence,15000.0
1582,Mitsubishi Mirage GLX,56 000 km,2019,Manuelle,Traction,4 cv,Essence,35000.0
1583,Seat Ibiza Populaire,162 000 km,2020,Manuelle,Traction,4 cv,Essence,43500.0
1584,Peugeot Expert Combi,180 000 km,2002,Manuelle,Traction,7 cv,Diesel,35000.0
1585,Hyundai i10 Populaire,180 000 km,2017,Manuelle,Traction,5 cv,Essence,40000.0
1586,Peugeot 3008 GT-Line,31 000 km,2020,Automatique,Traction,9 cv,Essence,75000.0
1587,Volkswagen Amarok Highline Double Cabine,180 000 km,2019,Automatique,Intégrale,10 cv,Diesel,140000.0
1588,Seat Ibiza Reference,205 000 km,2017,Manuelle,Traction,4 cv,Essence,24000.0
1589,Fiat Siena Peinture ďorigine,310 000 km,2005,Manuelle,Traction,5 cv,Essence,15000.0
1590,MG 3 Confort,32 500 km,2017,Manuelle,Traction,5 cv,Essence,37500.0
1591,Opel Astra,370 000 km,2002,Manuelle,Traction,5 cv,Essence,21000.0
1592,Opel Corsa 3p,60 000 km,2017,Manuelle,Traction,5 cv,Essence,35000.0
1593,Volkswagen Käfer,1 000 km,1972,Manuelle,Propulsion,7 cv,Essence,15000.0
1594,Mitsubishi Mirage GLX,56 000 km,2019,Manuelle,Traction,4 cv,Essence,35000.0
1595,Seat Ibiza Populaire,162 000 km,2020,Manuelle,Traction,4 cv,Essence,43500.0
1596,Peugeot Expert Combi,180 000 km,2002,Manuelle,Traction,7 cv,Diesel,35000.0
1597,Hyundai i10 Populaire,180 000 km,2017,Manuelle,Traction,5 cv,Essence,40000.0
1598,Peugeot 3008 GT-Line,31 000 km,2020,Automatique,Traction,9 cv,Essence,75000.0
1599,Volkswagen Amarok Highline Double Cabine,180 000 km,2019,Automatique,Intégrale,10 cv,Diesel,140000.0
1600,Seat Ibiza Reference,205 000 km,2017,Manuelle,Traction,4 cv,Essence,24000.0
1601,Fiat Siena Peinture ďorigine,310 000 km,2005,Manuelle,Traction,5 cv,Essence,15000.0
1602,MG 3 Confort,32 500 km,2017,Manuelle,Traction,5 cv,Essence,37500.0
1603,Opel Astra,370 000 km,2002,Manuelle,Traction,5 cv,Essence,21000.0
1604,Opel Corsa 3p,60 000 km,2017,Manuelle,Traction,5 cv,Essence,35000.0
1605,Volkswagen Käfer,1 000 km,1972,Manuelle,Propulsion,7 cv,Essence,15000.0
1606,Mitsubishi Mirage GLX,56 000 km,2019,Manuelle,Traction,4 cv,Essence,35000.0
1607,Seat Ibiza Populaire,162 000 km,2020,Manuelle,Traction,4 cv,Essence,43500.0
1608,Peugeot Expert Combi,180 000 km,2002,Manuelle,Traction,7 cv,Diesel,35000.0
1609,Hyundai i10 Populaire,180 000 km,2017,Manuelle,Traction,5 cv,Essence,40000.0
1610,Peugeot 3008 GT-Line,31 000 km,2020,Automatique,Traction,9 cv,Essence,75000.0
1611,Volkswagen Amarok Highline Double Cabine,180 000 km,2019,Automatique,Intégrale,10 cv,Diesel,140000.0
1612,Seat Ibiza Reference,205 000 km,2017,Manuelle,Traction,4 cv,Essence,24000.0
1613,Fiat Siena Peinture ďorigine,310 000 km,2005,Manuelle,Traction,5 cv,Essence,15000.0
1614,MG 3 Confort,32 500 km,2017,Manuelle,Traction,5 cv,Essence,37500.0
1615,Opel Astra,370 000 km,2002,Manuelle,Traction,5 cv,Essence,21000.0
1616,Opel Corsa 3p,60 000 km,2017,Manuelle,Traction,5 cv,Essence,35000.0
1617,Volkswagen Käfer,1 000 km,1972,Manuelle,Propulsion,7 cv,Essence,15000.0
1618,Mitsubishi Mirage GLX,56 000 km,2019,Manuelle,Traction,4 cv,Essence,35000.0
1619,Seat Ibiza Populaire,162 000 km,2020,Manuelle,Traction,4 cv,Essence,43500.0
1620,Peugeot Expert Combi,180 000 km,2002,Manuelle,Traction,7 cv,Diesel,35000.0
1621,Hyundai i10 Populaire,180 000 km,2017,Manuelle,Traction,5 cv,Essence,40000.0
1622,Peugeot 3008 GT-Line,31 000 km,2020,Automatique,Traction,9 cv,Essence,75000.0
1623,Volkswagen Amarok Highline Double Cabine,180 000 km,2019,Automatique,Intégrale,10 cv,Diesel,140000.0
1624,Seat Ibiza Reference,205 000 km,2017,Manuelle,Traction,4 cv,Essence,24000.0
1625,Fiat Siena Peinture ďorigine,310 000 km,2005,Manuelle,Traction,5 cv,Essence,15000.0
1626,MG 3 Confort,32 500 km,2017,Manuelle,Traction,5 cv,Essence,37500.0
1627,Opel Astra,370 000 km,2002,Manuelle,Traction,5 cv,Essence,21000.0
1628,Opel Corsa 3p,60 000 km,2017,Manuelle,Traction,5 cv,Essence,35000.0
1629,Volkswagen Käfer,1 000 km,1972,Manuelle,Propulsion,7 cv,Essence,15000.0
1630,Mitsubishi Mirage GLX,56 000 km,2019,Manuelle,Traction,4 cv,Essence,35000.0
1631,Seat Ibiza Populaire,162 000 km,2020,Manuelle,Traction,4 cv,Essence,43500.0
1632,Peugeot Expert Combi,180 000 km,2002,Manuelle,Traction,7 cv,Diesel,35000.0
1633,Hyundai i10 Populaire,180 000 km,2017,Manuelle,Traction,5 cv,Essence,40000.0
1634,Peugeot 3008 GT-Line,31 000 km,2020,Automatique,Traction,9 cv,Essence,75000.0
1635,Volkswagen Amarok Highline Double Cabine,180 000 km,2019,Automatique,Intégrale,10 cv,Diesel,140000.0
1636,Seat Ibiza Reference,205 000 km,2017,Manuelle,Traction,4 cv,Essence,24000.0
1637,Fiat Siena Peinture ďorigine,310 000 km,2005,Manuelle,Traction,5 cv,Essence,15000.0
1638,MG 3 Confort,32 500 km,2017,Manuelle,Traction,5 cv,Essence,37500.0
1639,Opel Astra,370 000 km,2002,Manuelle,Traction,5 cv,Essence,21000.0
1640,Opel Corsa 3p,60 000 km,2017,Manuelle,Traction,5 cv,Essence,35000.0
1641,Volkswagen Käfer,1 000 km,1972,Manuelle,Propulsion,7 cv,Essence,15000.0
1642,Mitsubishi Mirage GLX,56 000 km,2019,Manuelle,Traction,4 cv,Essence,35000.0
1643,Seat Ibiza Populaire,162 000 km,2020,Manuelle,Traction,4 cv,Essence,43500.0
1644,Peugeot Expert Combi,180 000 km,2002,Manuelle,Traction,7 cv,Diesel,35000.0
1645,Hyundai i10 Populaire,180 000 km,2017,Manuelle,Traction,5 cv,Essence,40000.0
1646,Peugeot 3008 GT-Line,31 000 km,2020,Automatique,Traction,9 cv,Essence,75000.0
1647,Volkswagen Amarok Highline Double Cabine,180 000 km,2019,Automatique,Intégrale,10 cv,Diesel,140000.0
1648,Seat Ibiza Reference,205 000 km,2017,Manuelle,Traction,4 cv,Essence,24000.0
1649,Fiat Siena Peinture ďorigine,310 000 km,2005,Manuelle,Traction,5 cv,Essence,15000.0
1650,MG 3 Confort,32 500 km,2017,Manuelle,Traction,5 cv,Essence,37500.0
1651,Opel Astra,370 000 km,2002,Manuelle,Traction,5 cv,Essence,21000.0
1652,Opel Corsa 3p,60 000 km,2017,Manuelle,Traction,5 cv,Essence,35000.0
1653,Volkswagen Käfer,1 000 km,1972,Manuelle,Propulsion,7 cv,Essence,15000.0
1654,Mitsubishi Mirage GLX,56 000 km,2019,Manuelle,Traction,4 cv,Essence,35000.0
1655,Seat Ibiza Populaire,162 000 km,2020,Manuelle,Traction,4 cv,Essence,43500.0
1656,Peugeot Expert Combi,180 000 km,2002,Manuelle,Traction,7 cv,Diesel,35000.0
1657,Hyundai i10 Populaire,180 000 km,2017,Manuelle,Traction,5 cv,Essence,40000.0
1658,Peugeot 3008 GT-Line,31 000 km,2020,Automatique,Traction,9 cv,Essence,75000.0
1659,Volkswagen Amarok Highline Double Cabine,180 000 km,2019,Automatique,Intégrale,10 cv,Diesel,140000.0
1660,Seat Ibiza Reference,205 000 km,2017,Manuelle,Traction,4 cv,Essence,24000.0
1661,Fiat Siena Peinture ďorigine,310 000 km,2005,Manuelle,Traction,5 cv,Essence,15000.0
1662,MG 3 Confort,32 500 km,2017,Manuelle,Traction,5 cv,Essence,37500.0
1663,Opel Astra,370 000 km,2002,Manuelle,Traction,5 cv,Essence,21000.0
1664,Opel Corsa 3p,60 000 km,2017,Manuelle,Traction,5 cv,Essence,35000.0
1665,Volkswagen Käfer,1 000 km,1972,Manuelle,Propulsion,7 cv,Essence,15000.0
1666,Mitsubishi Mirage GLX,56 000 km,2019,Manuelle,Traction,4 cv,Essence,35000.0
1667,Seat Ibiza Populaire,162 000 km,2020,Manuelle,Traction,4 cv,Essence,43500.0
1668,Peugeot Expert Combi,180 000 km,2002,Manuelle,Traction,7 cv,Diesel,35000.0
1669,Hyundai i10 Populaire,180 000 km,2017,Manuelle,Traction,5 cv,Essence,40000.0
1670,Peugeot 3008 GT-Line,31 000 km,2020,Automatique,Traction,9 cv,Essence,75000.0
1671,Volkswagen Amarok Highline Double Cabine,180 000 km,2019,Automatique,Intégrale,10 cv,Diesel,140000.0
1672,Seat Ibiza Reference,205 000 km,2017,Manuelle,Traction,4 cv,Essence,24000.0
1673,Fiat Siena Peinture ďorigine,310 000 km,2005,Manuelle,Traction,5 cv,Essence,15000.0
1674,MG 3 Confort,32 500 km,2017,Manuelle,Traction,5 cv,Essence,37500.0
1675,Opel Astra,370 000 km,2002,Manuelle,Traction,5 cv,Essence,21000.0
1676,Opel Corsa 3p,60 000 km,2017,Manuelle,Traction,5 cv,Essence,35000.0
1677,Volkswagen Käfer,1 000 km,1972,Manuelle,Propulsion,7 cv,Essence,15000.0
1678,Mitsubishi Mirage GLX,56 000 km,2019,Manuelle,Traction,4 cv,Essence,35000.0
1679,Seat Ibiza Populaire,162 000 km,2020,Manuelle,Traction,4 cv,Essence,43500.0
1680,Peugeot Expert Combi,180 000 km,2002,Manuelle,Traction,7 cv,Diesel,35000.0
1681,Hyundai i10 Populaire,180 000 km,2017,Manuelle,Traction,5 cv,Essence,40000.0
1682,Peugeot 3008 GT-Line,31 000 km,2020,Automatique,Traction,9 cv,Essence,75000.0
1683,Volkswagen Amarok Highline Double Cabine,180 000 km,2019,Automatique,Intégrale,10 cv,Diesel,140000.0
1684,Seat Ibiza Reference,205 000 km,2017,Manuelle,Traction,4 cv,Essence,24000.0
1685,Fiat Siena Peinture ďorigine,310 000 km,2005,Manuelle,Traction,5 cv,Essence,15000.0
1686,MG 3 Confort,32 500 km,2017,Manuelle,Traction,5 cv,Essence,37500.0
1687,Opel Astra,370 000 km,2002,Manuelle,Traction,5 cv,Essence,21000.0
1688,Opel Corsa 3p,60 000 km,2017,Manuelle,Traction,5 cv,Essence,35000.0
1689,Volkswagen Käfer,1 000 km,1972,Manuelle,Propulsion,7 cv,Essence,15000.0
1690,Mitsubishi Mirage GLX,56 000 km,2019,Manuelle,Traction,4 cv,Essence,35000.0
1691,Seat Ibiza Populaire,162 000 km,2020,Manuelle,Traction,4 cv,Essence,43500.0
1692,Peugeot Expert Combi,180 000 km,2002,Manuelle,Traction,7 cv,Diesel,35000.0
1693,Hyundai i10 Populaire,180 000 km,2017,Manuelle,Traction,5 cv,Essence,40000.0
1694,Peugeot 3008 GT-Line,31 000 km,2020,Automatique,Traction,9 cv,Essence,75000.0
1695,Volkswagen Amarok Highline Double Cabine,180 000 km,2019,Automatique,Intégrale,10 cv,Diesel,140000.0
1696,Seat Ibiza Reference,205 000 km,2017,Manuelle,Traction,4 cv,Essence,24000.0
1697,Fiat Siena Peinture ďorigine,310 000 km,2005,Manuelle,Traction,5 cv,Essence,15000.0
1698,MG 3 Confort,32 500 km,2017,Manuelle,Traction,5 cv,Essence,37500.0
1699,Opel Astra,370 000 km,2002,Manuelle,Traction,5 cv,Essence,21000.0
1700,Opel Corsa 3p,60 000 km,2017,Manuelle,Traction,5 cv,Essence,35000.0
1701,Volkswagen Käfer,1 000 km,1972,Manuelle,Propulsion,7 cv,Essence,15000.0
